customer_id,signup_date,age_group,gender,city,customer_type,loyalty_tier
C1752,2020-02-24,36-45,Female,Sheffield,New,Bronze
C1753,2024-04-26,56-65,Female,Cardiff,Returning,Gold
C1754,2022-05-14,18-25,Male,Leicester,Returning,Bronze
C1755,2024-02-06,26-35,Female,Cardiff,New,Bronze
C1756,2022-04-09,46-55,Female,Bristol,New,Bronze
C1757,2020-04-18,56-65,Male,Birmingham,Returning,Silver
C1758,2024-01-22,36-45,Male,Liverpool,Returning,Bronze
C1759,2022-10-14,26-35,Male,Newcastle,New,Silver
C1760,2023-04-01,26-35,Male,Liverpool,New,Bronze
C1761,2020-02-26,36-45,Female,Southampton,Returning,Bronze
C1762,2022-09-08,46-55,Male,London,Returning,Bronze
C1763,2023-02-03,36-45,Male,Southampton,New,Bronze
C1764,2022-01-17,18-25,Male,Manchester,New,Silver
C1765,2023-11-04,26-35,Male,Edinburgh,New,Bronze
C1766,2022-03-19,65+,Female,Nottingham,Returning,Silver
C1767,2023-02-14,18-25,Male,Bristol,New,Bronze
C1768,2021-01-27,26-35,Male,Cardiff,New,Silver
C1769,2020-04-06,36-45,Non-binary,Leeds,Returning,Bronze
C1770,2023-06-26,36-45,Prefer not to say,Birmingham,New,Silver
C1771,2020-03-05,56-65,Male,Edinburgh,Returning,Silver
C1772,2021-06-25,46-55,Male,Newcastle,New,Bronze
C1773,2023-10-11,26-35,Male,Leicester,New,Gold
C1774,2020-01-29,36-45,Male,Manchester,Returning,Bronze
C1775,2024-01-20,18-25,Female,Newcastle,New,Silver
C1776,2023-11-17,36-45,Female,Manchester,New,Bronze
C1777,2024-05-12,18-25,Male,London,New,Silver
C1778,2021-05-27,26-35,Female,Edinburgh,New,Gold
C1779,2023-07-31,46-55,Female,Leicester,Returning,Gold
C1780,2023-05-06,36-45,Male,Southampton,New,Silver
C1781,2023-02-11,18-25,Male,Leicester,New,Silver
C1782,2024-01-14,36-45,Male,Sheffield,New,Bronze
C1783,2023-01-31,65+,Male,Liverpool,Returning,Bronze
C1784,2022-11-06,26-35,Male,Newcastle,Returning,Bronze
C1785,2023-03-04,26-35,Female,Leicester,Returning,Bronze
C1786,2022-07-02,36-45,Male,Birmingham,New,Bronze
C1787,2024-06-27,36-45,Male,Belfast,Returning,Bronze
C1788,2022-10-04,26-35,Non-binary,Cardiff,New,Gold
C1789,2022-09-17,56-65,Female,Cardiff,New,Bronze
C1790,2024-06-10,56-65,Male,Birmingham,New,Bronze
C1791,2022-05-03,36-45,Female,Leicester,New,Silver
C1792,2023-03-30,26-35,Female,London,New,Silver
C1793,2021-09-03,36-45,Male,Edinburgh,New,Bronze
C1794,2021-05-08,26-35,Female,Leicester,New,Silver
C1795,2020-04-01,36-45,Female,Newcastle,Returning,Silver
C1796,2021-07-29,26-35,Female,Liverpool,New,Silver
C1797,2022-09-16,65+,Female,Leeds,New,Bronze
C1798,2020-10-30,18-25,Male,Liverpool,New,Bronze
C1799,2024-01-21,36-45,Male,Liverpool,New,Bronze
C1800,2022-04-29,26-35,Female,Bristol,New,Bronze
C1801,2020-09-10,36-45,Male,Sheffield,New,Silver
C1802,2022-07-16,36-45,Female,Liverpool,New,Bronze
C1803,2022-09-28,46-55,Male,Southampton,New,Bronze
C1804,2020-11-16,26-35,Male,Leeds,Returning,Bronze
C1805,2022-03-24,36-45,Female,Leeds,New,Silver
C1806,2021-05-07,56-65,Female,Sheffield,Returning,Bronze
C1807,2022-05-18,56-65,Male,Birmingham,New,Bronze
C1808,2023-01-18,36-45,Female,London,New,Silver
C1809,2020-01-15,18-25,Female,Edinburgh,New,Silver
C1810,2024-01-16,36-45,Female,Glasgow,New,Silver
C1811,2022-03-15,36-45,Male,Manchester,New,Silver
C1812,2020-07-19,46-55,Female,Bristol,Returning,Gold
C1813,2023-01-05,26-35,Female,Leicester,Returning,Silver
C1814,2021-03-25,18-25,Female,Nottingham,Returning,Bronze
C1815,2023-06-24,26-35,Male,Birmingham,New,Gold
C1816,2020-06-22,26-35,Female,Belfast,New,Bronze
C1817,2020-05-02,26-35,Male,Leeds,New,Bronze
C1818,2023-07-16,26-35,Female,Liverpool,Returning,Silver
C1819,2020-09-25,26-35,Male,Cardiff,New,Silver
C1820,2024-06-28,56-65,Male,Sheffield,Returning,Bronze
C1821,2022-04-26,46-55,Male,London,Returning,Bronze
C1822,2021-05-20,26-35,Male,Belfast,New,Bronze
C1823,2021-02-21,36-45,Male,Bristol,New,Silver
C1824,2021-09-24,36-45,Male,Liverpool,Returning,Bronze
C1825,2022-02-25,26-35,Male,Leeds,Returning,Bronze
C1826,2024-01-15,26-35,Female,Sheffield,Returning,Bronze
C1827,2020-09-15,46-55,Male,Birmingham,New,Silver
C1828,2023-01-15,18-25,Female,Leicester,New,Bronze
C1829,2020-02-24,46-55,Female,Leeds,Returning,Bronze
C1830,2020-01-08,36-45,Male,Belfast,Returning,Gold
C1831,2024-01-09,36-45,Male,Newcastle,New,Silver
C1832,2022-10-05,36-45,Female,Nottingham,New,Gold
C1833,2024-03-01,36-45,Male,London,Returning,Silver
C1834,2020-12-10,26-35,Female,Nottingham,New,Bronze
C1835,2023-10-19,36-45,Female,Leeds,New,Silver
C1836,2021-10-30,26-35,Female,Sheffield,New,Gold
C1837,2022-10-04,56-65,Male,Bristol,Returning,Bronze
C1838,2022-01-15,26-35,Female,Newcastle,New,Bronze
C1839,2022-10-16,56-65,Female,Manchester,Returning,Gold
C1840,2020-08-05,18-25,Male,Nottingham,New,Gold
C1841,2022-06-24,26-35,Female,Leeds,New,Gold
C1842,2023-09-11,36-45,Male,Glasgow,New,Bronze
C1843,2023-06-26,46-55,Female,Glasgow,New,Silver
C1844,2021-12-12,26-35,Female,Southampton,New,Silver
C1845,2022-03-30,18-25,Female,Southampton,Returning,Gold
C1846,2021-07-02,46-55,Male,Liverpool,New,Silver
C1847,2020-11-11,65+,Male,Manchester,New,Bronze
C1848,2023-03-03,36-45,Female,Manchester,Returning,Silver
C1849,2024-04-09,26-35,Male,Cardiff,Returning,Silver
C1850,2022-04-05,26-35,Male,Leicester,New,Bronze
C1851,2022-05-01,56-65,Female,Manchester,Returning,Gold
C1852,2022-05-31,26-35,Female,Edinburgh,New,Silver
C1853,2021-12-03,65+,Male,Bristol,Returning,Silver
C1854,2022-09-14,26-35,Male,Birmingham,Returning,Silver
C1855,2020-09-23,46-55,Male,London,Returning,Gold
C1856,2021-02-18,46-55,Male,Newcastle,Returning,Gold
C1857,2024-02-09,46-55,Male,London,Returning,Bronze
C1858,2020-11-01,46-55,Female,Newcastle,Returning,Bronze
C1859,2022-07-23,46-55,Female,Southampton,New,Silver
C1860,2021-03-25,46-55,Female,Belfast,New,Bronze
C1861,2020-06-24,26-35,Female,Bristol,New,Gold
C1862,2023-06-02,18-25,Male,Bristol,New,Bronze
C1863,2020-09-02,26-35,Male,Newcastle,Returning,Silver
C1864,2024-03-01,18-25,Female,Sheffield,New,Bronze
C1865,2020-10-30,36-45,Female,Manchester,New,Gold
C1866,2022-02-06,26-35,Male,Belfast,New,Bronze
C1867,2024-01-03,46-55,Male,Bristol,New,Bronze
C1868,2023-03-11,46-55,Female,Edinburgh,New,Bronze
C1869,2020-08-16,56-65,Female,Leeds,Returning,Bronze
C1870,2020-08-13,36-45,Female,Cardiff,New,Bronze
C1871,2021-08-14,56-65,Female,Newcastle,New,Silver
C1872,2022-06-28,26-35,Male,Leicester,Returning,Silver
C1873,2022-12-14,56-65,Male,Newcastle,Returning,Bronze
C1874,2023-06-06,26-35,Female,Cardiff,New,Bronze
C1875,2020-08-07,26-35,Male,Birmingham,New,Silver
C1876,2021-09-20,46-55,Male,Bristol,New,Silver
C1877,2023-03-30,56-65,Female,Leicester,Returning,Bronze
C1878,2023-12-01,18-25,Prefer not to say,Manchester,New,Bronze
C1879,2024-02-19,26-35,Male,Leeds,New,Bronze
C1880,2024-03-15,36-45,Non-binary,Leicester,New,Bronze
C1881,2021-11-15,46-55,Female,Southampton,Returning,Bronze
C1882,2023-08-18,18-25,Male,Edinburgh,New,Gold
C1883,2023-02-02,26-35,Female,Liverpool,New,Silver
C1884,2023-09-16,26-35,Male,Leicester,New,Silver
C1885,2024-01-25,26-35,Male,London,New,Silver
C1886,2020-08-18,56-65,Male,Newcastle,New,Silver
C1887,2023-05-06,26-35,Male,Leeds,New,Bronze
C1888,2024-02-02,26-35,Female,Bristol,Returning,Bronze
C1889,2022-06-24,18-25,Female,London,New,Silver
C1890,2021-11-13,36-45,Male,Cardiff,New,Bronze
C1891,2021-01-25,46-55,Male,Birmingham,New,Bronze
C1892,2023-09-29,46-55,Male,Edinburgh,Returning,Bronze
C1893,2024-04-11,18-25,Male,Newcastle,New,Silver
C1894,2023-12-26,18-25,Male,Sheffield,New,Silver
C1895,2024-06-01,26-35,Male,Belfast,New,Gold
C1896,2024-03-20,56-65,Prefer not to say,Manchester,New,Bronze
C1897,2022-07-18,26-35,Female,Leicester,New,Bronze
C1898,2020-01-19,26-35,Female,Nottingham,New,Gold
C1899,2023-11-26,65+,Female,London,New,Bronze
C1900,2024-05-15,18-25,Male,Birmingham,New,Silver
C1901,2022-06-12,36-45,Female,Birmingham,Returning,Silver
C1902,2024-02-25,26-35,Female,London,Returning,Bronze
C1903,2020-12-07,36-45,Male,Southampton,Returning,Bronze
C1904,2022-11-02,56-65,Female,Bristol,New,Silver
C1905,2023-03-18,36-45,Male,Belfast,New,Bronze
C1906,2020-08-07,36-45,Male,Sheffield,New,Gold
C1907,2022-03-21,56-65,Male,Edinburgh,Returning,Bronze
C1908,2020-04-25,46-55,Female,London,Returning,Bronze
C1909,2020-06-07,36-45,Male,Nottingham,New,Bronze
C1910,2020-03-14,26-35,Non-binary,Liverpool,Returning,Silver
C1911,2020-12-09,36-45,Female,Glasgow,Returning,Gold
C1912,2022-08-17,56-65,Male,Birmingham,New,Bronze
C1913,2022-01-28,36-45,Male,Leicester,New,Bronze
C1914,2021-09-20,36-45,Female,Birmingham,Returning,Silver
C1915,2020-11-07,36-45,Female,Newcastle,Returning,Bronze
C1916,2021-03-30,65+,Male,Edinburgh,New,Bronze
C1917,2024-04-14,26-35,Male,Birmingham,New,Gold
C1918,2020-06-17,26-35,Male,Manchester,New,Silver
C1919,2021-09-23,26-35,Male,Bristol,New,Bronze
C1920,2023-12-09,36-45,Male,Liverpool,Returning,Bronze
C1921,2020-09-24,26-35,Male,Leicester,Returning,Gold
C1922,2023-12-02,36-45,Male,Edinburgh,New,Bronze
C1923,2022-09-22,18-25,Male,Liverpool,Returning,Silver
C1924,2020-12-07,26-35,Female,Liverpool,New,Bronze
C1925,2021-01-02,36-45,Male,Southampton,New,Silver
C1926,2023-02-23,36-45,Female,Cardiff,Returning,Bronze
C1927,2023-10-01,65+,Male,Liverpool,New,Bronze
C1928,2021-06-23,26-35,Female,Leicester,Returning,Silver
C1929,2020-08-22,46-55,Female,Liverpool,New,Bronze
C1930,2020-08-22,26-35,Female,Bristol,New,Bronze
C1931,2021-12-26,65+,Male,Glasgow,New,Bronze
C1932,2020-04-17,26-35,Male,Newcastle,New,Silver
C1933,2022-11-16,56-65,Female,London,New,Bronze
C1934,2021-06-14,26-35,Female,Birmingham,Returning,Gold
C1935,2020-01-17,18-25,Male,Bristol,Returning,Silver
C1936,2022-04-16,65+,Male,Newcastle,Returning,Silver
C1937,2020-12-29,46-55,Female,Manchester,New,Bronze
C1938,2021-08-20,26-35,Female,Southampton,Returning,Bronze
C1939,2022-09-01,26-35,Male,Bristol,New,Bronze
C1940,2020-08-10,46-55,Female,Newcastle,New,Bronze
C1941,2022-06-30,18-25,Female,Cardiff,New,Silver
C1942,2024-03-24,36-45,Female,London,Returning,Silver
C1943,2020-10-16,46-55,Female,Belfast,Returning,Silver
C1944,2020-11-30,56-65,Male,Bristol,New,Bronze
C1945,2021-10-30,46-55,Female,Liverpool,Returning,Bronze
C1946,2022-11-06,36-45,Female,Liverpool,Returning,Bronze
C1947,2023-05-14,18-25,Male,Sheffield,New,Bronze
C1948,2023-12-10,18-25,Female,Leeds,Returning,Bronze
C1949,2023-09-16,26-35,Male,Leicester,New,Bronze
C1950,2021-09-10,36-45,Male,Leicester,Returning,Bronze
C1951,2020-09-12,36-45,Prefer not to say,Birmingham,New,Silver
C1952,2022-07-08,36-45,Female,Leeds,New,Bronze
C1953,2020-12-21,46-55,Female,Liverpool,Returning,Silver
C1954,2022-01-08,46-55,Prefer not to say,Leeds,New,Silver
C1955,2021-12-06,26-35,Female,Leeds,New,Silver
C1956,2022-06-02,36-45,Male,Leeds,New,Bronze
C1957,2020-08-21,36-45,Female,Sheffield,Returning,Bronze
C1958,2021-03-11,46-55,Female,Southampton,Returning,Bronze
C1959,2020-05-09,36-45,Female,Newcastle,New,Bronze
C1960,2023-08-06,56-65,Male,Leeds,New,Silver
C1961,2023-03-12,36-45,Female,Cardiff,Returning,Bronze
C1962,2023-08-11,26-35,Female,Edinburgh,Returning,Bronze
C1963,2021-04-11,18-25,Male,London,New,Bronze
C1964,2023-09-13,46-55,Male,Edinburgh,Returning,Bronze
C1965,2022-06-12,18-25,Male,Bristol,Returning,Bronze
C1966,2023-03-01,18-25,Male,Edinburgh,Returning,Bronze
C1967,2023-05-30,36-45,Prefer not to say,London,Returning,Silver
C1968,2022-11-21,18-25,Female,Leicester,New,Bronze
C1969,2021-10-01,26-35,Female,Cardiff,New,Bronze
C1970,2024-03-12,46-55,Female,Southampton,Returning,Silver
C1971,2021-07-28,26-35,Female,Southampton,New,Silver
C1972,2023-12-01,56-65,Male,Cardiff,New,Gold
C1973,2022-03-15,26-35,Male,Cardiff,New,Bronze
C1974,2023-04-15,26-35,Female,London,New,Bronze
C1975,2022-09-03,26-35,Male,Cardiff,New,Bronze
C1976,2022-11-02,36-45,Male,Manchester,New,Silver
C1977,2020-06-28,56-65,Prefer not to say,Leicester,Returning,Silver
C1978,2023-04-30,65+,Female,Glasgow,Returning,Silver
C1979,2023-03-02,26-35,Female,Manchester,New,Bronze
C1980,2022-04-26,36-45,Male,Leeds,New,Bronze
C1981,2022-03-14,46-55,Female,London,New,Bronze
C1982,2023-05-18,46-55,Male,Bristol,New,Bronze
C1983,2024-05-02,36-45,Male,Cardiff,Returning,Bronze
C1984,2021-05-18,46-55,Male,Liverpool,New,Silver
C1985,2022-02-03,56-65,Female,Newcastle,Returning,Bronze
C1986,2020-12-29,36-45,Female,Edinburgh,New,Bronze
C1987,2023-04-19,36-45,Female,Glasgow,Returning,Gold
C1988,2020-05-20,46-55,Female,Leicester,Returning,Silver
C1989,2021-03-06,26-35,Male,Glasgow,New,Gold
C1990,2022-02-10,36-45,Male,London,Returning,Gold
C1991,2021-06-06,26-35,Female,Sheffield,New,Silver
C1992,2024-01-26,26-35,Male,Leeds,New,Gold
C1993,2022-11-24,46-55,Male,Bristol,New,Silver
C1994,2021-12-08,18-25,Female,Leicester,New,Bronze
C1995,2024-02-08,36-45,Female,Cardiff,Returning,Gold
C1996,2022-11-22,26-35,Female,Birmingham,New,Silver
C1997,2022-03-28,36-45,Female,Leicester,Returning,Bronze
C1998,2024-03-23,18-25,Male,Leicester,New,Silver
C1999,2022-05-15,26-35,Female,Liverpool,New,Silver
C2000,2021-12-01,36-45,Female,Cardiff,New,Bronze
C2001,2023-10-26,36-45,Non-binary,Edinburgh,New,Silver
C2002,2022-11-13,36-45,Male,Sheffield,Returning,Bronze
C2003,2024-01-10,36-45,Female,Leeds,New,Silver
C2004,2020-11-20,56-65,Male,Manchester,Returning,Silver
C2005,2022-04-08,36-45,Male,Nottingham,Returning,Silver
C2006,2021-01-10,18-25,Male,Leicester,New,Bronze
C2007,2021-12-04,26-35,Male,Liverpool,Returning,Bronze
C2008,2024-06-22,46-55,Female,Liverpool,Returning,Silver
C2009,2021-12-31,26-35,Male,London,New,Silver
C2010,2020-06-02,56-65,Male,Liverpool,Returning,Silver
C2011,2021-07-14,46-55,Female,Leicester,Returning,Silver
C2012,2021-12-16,36-45,Female,Birmingham,Returning,Silver
C2013,2021-12-15,26-35,Male,Bristol,New,Silver
C2014,2023-08-03,26-35,Female,Southampton,New,Silver
C2015,2020-08-18,56-65,Male,Glasgow,Returning,Silver
C2016,2024-02-03,18-25,Male,Nottingham,New,Silver
C2017,2020-02-08,36-45,Female,Birmingham,New,Bronze
C2018,2023-10-31,36-45,Female,Edinburgh,New,Bronze
C2019,2022-10-13,26-35,Male,Leicester,New,Bronze
C2020,2021-03-08,18-25,Prefer not to say,Glasgow,Returning,Bronze
C2021,2022-03-08,26-35,Female,Manchester,New,Silver
C2022,2020-06-03,18-25,Male,Cardiff,New,Silver
C2023,2022-10-17,18-25,Female,Southampton,New,Bronze
C2024,2023-01-04,26-35,Female,Liverpool,New,Gold
C2025,2022-02-01,26-35,Female,Birmingham,New,Bronze
C2026,2022-10-01,26-35,Female,Belfast,Returning,Silver
C2027,2020-01-03,26-35,Female,Manchester,New,Bronze
C2028,2023-07-05,36-45,Female,Leicester,Returning,Bronze
C2029,2022-03-07,26-35,Male,Glasgow,Returning,Bronze
C2030,2022-05-07,18-25,Male,Nottingham,New,Silver
C2031,2023-03-11,26-35,Female,Southampton,New,Bronze
C2032,2021-11-05,18-25,Female,Manchester,New,Bronze
C2033,2024-03-23,56-65,Male,Nottingham,Returning,Bronze
C2034,2020-05-18,46-55,Female,Sheffield,New,Silver
C2035,2022-05-12,26-35,Female,Nottingham,New,Bronze
C2036,2021-03-23,36-45,Non-binary,Bristol,New,Bronze
C2037,2021-03-18,36-45,Female,London,Returning,Bronze
C2038,2022-03-01,56-65,Male,Bristol,New,Gold
C2039,2020-12-30,36-45,Female,Sheffield,New,Gold
C2040,2020-12-08,36-45,Male,Leicester,Returning,Silver
C2041,2023-08-15,56-65,Female,Birmingham,New,Gold
C2042,2024-02-09,36-45,Female,Leeds,New,Bronze
C2043,2022-09-01,46-55,Male,London,New,Bronze
C2044,2021-05-28,26-35,Male,London,New,Bronze
C2045,2022-02-02,65+,Female,London,New,Gold
C2046,2021-12-09,18-25,Male,Nottingham,Returning,Silver
C2047,2024-01-13,26-35,Female,Liverpool,Returning,Silver
C2048,2020-02-12,36-45,Prefer not to say,Nottingham,New,Silver
C2049,2020-02-09,26-35,Male,Cardiff,New,Bronze
C2050,2021-11-07,26-35,Male,Edinburgh,New,Silver
C2051,2023-08-16,26-35,Female,Glasgow,Returning,Gold
C2052,2023-11-10,18-25,Female,Edinburgh,Returning,Silver
C2053,2022-12-11,26-35,Non-binary,London,New,Silver
C2054,2020-03-31,56-65,Female,Birmingham,New,Bronze
C2055,2021-04-24,56-65,Male,Nottingham,New,Bronze
C2056,2023-10-05,36-45,Male,Liverpool,Returning,Bronze
C2057,2020-08-22,36-45,Female,Glasgow,New,Bronze
C2058,2022-07-17,26-35,Male,Belfast,New,Bronze
C2059,2021-02-12,36-45,Female,Leicester,New,Silver
C2060,2022-10-04,46-55,Male,Newcastle,New,Bronze
C2061,2023-07-01,18-25,Male,Belfast,New,Bronze
C2062,2022-02-03,18-25,Female,Leicester,Returning,Silver
C2063,2023-07-20,65+,Male,Cardiff,New,Bronze
C2064,2021-03-20,26-35,Male,Newcastle,New,Bronze
C2065,2022-02-03,46-55,Female,Sheffield,Returning,Bronze
C2066,2022-04-20,26-35,Male,London,New,Gold
C2067,2020-11-17,36-45,Female,Glasgow,New,Gold
C2068,2020-01-30,65+,Male,London,Returning,Gold
C2069,2022-09-24,56-65,Male,Liverpool,Returning,Silver
C2070,2020-07-29,26-35,Male,Glasgow,New,Bronze
C2071,2020-07-07,36-45,Female,Leicester,Returning,Silver
C2072,2024-01-09,56-65,Male,Edinburgh,New,Silver
C2073,2022-02-25,46-55,Male,Edinburgh,Returning,Gold
C2074,2020-02-13,46-55,Female,Belfast,New,Bronze
C2075,2020-07-15,26-35,Non-binary,Liverpool,New,Silver
C2076,2020-09-25,26-35,Male,Leeds,New,Bronze
C2077,2021-06-29,36-45,Male,Glasgow,New,Bronze
C2078,2023-05-22,18-25,Female,Leeds,Returning,Gold
C2079,2021-05-16,26-35,Male,Bristol,New,Bronze
C2080,2023-05-28,36-45,Female,Cardiff,New,Bronze
C2081,2022-04-15,36-45,Male,Southampton,New,Silver
C2082,2021-07-30,56-65,Female,London,New,Silver
C2083,2023-01-29,36-45,Male,Manchester,Returning,Bronze
C2084,2020-07-05,26-35,Male,Nottingham,Returning,Gold
C2085,2022-09-26,36-45,Male,Edinburgh,New,Bronze
C2086,2022-06-02,36-45,Prefer not to say,Glasgow,Returning,Bronze
C2087,2020-02-05,36-45,Male,Cardiff,New,Silver
C2088,2021-03-08,18-25,Male,Cardiff,Returning,Silver
C2089,2023-02-27,65+,Male,London,New,Bronze
C2090,2020-02-06,26-35,Male,Nottingham,New,Bronze
C2091,2023-08-24,18-25,Male,Manchester,New,Bronze
C2092,2021-11-13,56-65,Female,Newcastle,New,Bronze
C2093,2022-06-19,56-65,Female,Edinburgh,Returning,Silver
C2094,2021-02-10,26-35,Male,Newcastle,Returning,Silver
C2095,2020-07-14,26-35,Female,Bristol,Returning,Silver
C2096,2023-04-07,18-25,Male,Bristol,Returning,Silver
C2097,2023-01-07,26-35,Female,Leeds,Returning,Bronze
C2098,2021-10-23,56-65,Male,Glasgow,Returning,Bronze
C2099,2021-03-04,65+,Female,Manchester,New,Bronze
C2100,2021-10-04,46-55,Female,Leeds,New,Gold
C2101,2024-05-24,36-45,Female,Newcastle,New,Bronze
C2102,2023-04-06,46-55,Male,Sheffield,Returning,Bronze
C2103,2020-04-13,46-55,Female,Nottingham,Returning,Bronze
C2104,2022-11-10,56-65,Female,Sheffield,Returning,Bronze
C2105,2020-05-15,56-65,Male,Southampton,New,Silver
C2106,2023-08-26,26-35,Female,Southampton,Returning,Bronze
C2107,2020-12-30,26-35,Female,Glasgow,New,Bronze
C2108,2024-02-29,26-35,Male,Birmingham,New,Silver
C2109,2020-01-31,46-55,Male,Cardiff,New,Silver
C2110,2021-11-17,18-25,Female,Sheffield,Returning,Bronze
C2111,2023-04-25,18-25,Female,Newcastle,New,Bronze
C2112,2021-11-30,56-65,Male,Sheffield,New,Gold
C2113,2020-10-22,46-55,Female,Bristol,Returning,Bronze
C2114,2022-05-22,46-55,Female,London,New,Silver
C2115,2023-10-12,36-45,Male,Nottingham,New,Silver
C2116,2022-05-20,36-45,Female,Southampton,New,Bronze
C2117,2021-07-19,46-55,Male,Liverpool,New,Silver
C2118,2022-02-26,56-65,Male,Birmingham,New,Bronze
C2119,2022-10-08,46-55,Female,Edinburgh,New,Silver
C2120,2022-05-04,26-35,Female,Manchester,New,Bronze
C2121,2021-05-18,56-65,Female,Leeds,Returning,Bronze
C2122,2022-03-16,18-25,Male,Sheffield,New,Gold
C2123,2021-12-22,36-45,Male,Leicester,New,Gold
C2124,2020-03-08,36-45,Male,Bristol,New,Silver
C2125,2023-12-11,46-55,Female,Glasgow,Returning,Silver
C2126,2020-10-20,26-35,Female,Manchester,New,Gold
C2127,2021-09-28,36-45,Male,Leicester,Returning,Gold
C2128,2024-01-11,36-45,Male,Nottingham,New,Bronze
C2129,2020-10-21,46-55,Male,Leicester,Returning,Bronze
C2130,2020-03-26,65+,Female,Liverpool,Returning,Gold
C2131,2022-08-13,36-45,Female,London,New,Silver
C2132,2024-06-19,26-35,Female,Nottingham,New,Gold
C2133,2022-10-31,26-35,Male,Belfast,New,Gold
C2134,2023-09-01,36-45,Male,Liverpool,New,Silver
C2135,2021-08-20,18-25,Female,Edinburgh,New,Silver
C2136,2021-08-01,26-35,Male,Newcastle,New,Bronze
C2137,2020-05-22,26-35,Female,Nottingham,Returning,Bronze
C2138,2021-02-21,18-25,Female,Leicester,New,Gold
C2139,2021-11-18,18-25,Male,Southampton,New,Silver
C2140,2024-03-04,26-35,Female,Nottingham,New,Bronze
C2141,2021-05-05,56-65,Male,Sheffield,New,Silver
C2142,2020-03-13,36-45,Male,Edinburgh,Returning,Silver
C2143,2024-05-17,36-45,Female,Birmingham,New,Bronze
C2144,2021-02-07,56-65,Female,Southampton,New,Bronze
C2145,2021-09-26,36-45,Female,London,Returning,Bronze
C2146,2021-12-02,56-65,Female,Leicester,New,Silver
C2147,2021-02-08,26-35,Male,Birmingham,New,Bronze
C2148,2022-10-17,36-45,Male,Nottingham,Returning,Silver
C2149,2021-12-31,36-45,Male,Bristol,New,Gold
C2150,2022-02-06,46-55,Male,Cardiff,Returning,Bronze
C2151,2020-08-24,56-65,Female,Newcastle,Returning,Bronze
C2152,2024-05-07,18-25,Male,Glasgow,Returning,Silver
C2153,2022-06-20,18-25,Female,Birmingham,New,Bronze
C2154,2020-06-06,26-35,Male,Sheffield,New,Bronze
C2155,2020-04-18,26-35,Male,Manchester,Returning,Bronze
C2156,2021-11-02,36-45,Female,Edinburgh,New,Silver
C2157,2024-01-29,36-45,Male,Bristol,New,Gold
C2158,2020-12-16,18-25,Male,Leicester,Returning,Silver
C2159,2022-06-28,26-35,Female,Birmingham,Returning,Bronze
C2160,2020-03-26,46-55,Male,Cardiff,Returning,Bronze
C2161,2021-04-07,65+,Female,Liverpool,Returning,Bronze
C2162,2022-04-04,18-25,Male,Leeds,Returning,Bronze
C2163,2021-06-07,36-45,Male,Southampton,New,Gold
C2164,2021-11-29,36-45,Male,Southampton,New,Bronze
C2165,2023-10-25,65+,Male,Glasgow,New,Silver
C2166,2023-08-02,18-25,Female,Belfast,Returning,Silver
C2167,2024-02-02,56-65,Female,Edinburgh,Returning,Bronze
C2168,2021-10-24,46-55,Female,Leicester,New,Silver
C2169,2020-10-29,26-35,Female,Cardiff,New,Bronze
C2170,2020-04-06,56-65,Male,Birmingham,New,Bronze
C2171,2024-02-06,26-35,Prefer not to say,Birmingham,New,Bronze
C2172,2023-02-24,18-25,Male,Cardiff,Returning,Bronze
C2173,2023-04-08,18-25,Male,Manchester,Returning,Bronze
C2174,2020-12-02,18-25,Female,Leeds,New,Gold
C2175,2020-05-18,36-45,Female,Leicester,New,Bronze
C2176,2022-02-23,36-45,Female,Glasgow,New,Gold
C2177,2024-05-10,46-55,Male,Liverpool,New,Gold
C2178,2024-05-20,36-45,Male,Southampton,New,Silver
C2179,2020-01-24,36-45,Male,Edinburgh,New,Bronze
C2180,2023-06-26,46-55,Female,Cardiff,New,Silver
C2181,2021-07-18,26-35,Female,Newcastle,Returning,Gold
C2182,2021-12-27,36-45,Male,Liverpool,New,Bronze
C2183,2022-01-29,56-65,Male,Southampton,New,Bronze
C2184,2021-04-30,26-35,Female,Leeds,New,Silver
C2185,2021-01-04,36-45,Female,Belfast,New,Bronze
C2186,2024-04-12,26-35,Male,Cardiff,New,Bronze
C2187,2021-04-08,26-35,Male,Sheffield,Returning,Silver
C2188,2023-06-28,36-45,Male,Cardiff,New,Silver
C2189,2022-07-03,26-35,Female,Southampton,New,Bronze
C2190,2022-12-14,36-45,Female,Liverpool,Returning,Bronze
C2191,2020-08-28,36-45,Female,Southampton,New,Silver
C2192,2021-01-08,18-25,Female,Nottingham,New,Silver
C2193,2022-11-11,36-45,Male,London,Returning,Bronze
C2194,2023-11-12,26-35,Female,Cardiff,New,Bronze
C2195,2020-11-01,18-25,Male,Belfast,Returning,Gold
C2196,2021-10-25,65+,Male,Nottingham,New,Silver
C2197,2022-06-13,36-45,Male,Newcastle,Returning,Silver
C2198,2022-09-20,36-45,Female,Edinburgh,New,Bronze
C2199,2021-06-02,26-35,Male,Bristol,New,Silver
C2200,2021-02-10,26-35,Male,Glasgow,New,Bronze
C2201,2021-01-10,26-35,Female,Cardiff,New,Silver
C2202,2022-06-04,26-35,Male,Newcastle,Returning,Silver
C2203,2023-10-19,56-65,Male,London,Returning,Bronze
C2204,2021-10-03,36-45,Male,Glasgow,New,Gold
C2205,2023-08-28,26-35,Female,Nottingham,Returning,Silver
